Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
LIQT,LiqTech International Inc,Industrials,Pollution & Treatment Controls,Denmark,15860000.0,,1.65,0.0001,27585.0
LITM,Snow Lake Resources Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,30590000.0,,3.91,-0.0298,161610.0
LIVE,Live Ventures Inc,Consumer Cyclical,Home Improvement Retail,USA,55340000.0,,17.99,-0.0036,20079.0
LIXT,Lixte Biotechnology Holdings Inc,Healthcare,Biotechnology,USA,6150000.0,,2.29,-0.19079999999999997,1979634.0
LMFA,LM Funding America Inc,Financial,Credit Services,USA,12730000.0,,2.48,-0.0642,119685.0
LNSR,LENSAR Inc,Healthcare,Medical Devices,USA,151430000.0,,12.72,-0.0334,38859.0
LOAN,Manhattan Bridge Capital Inc,Real Estate,REIT - Mortgage,USA,66680000.00000001,12.15,5.83,0.0052,69480.0
LPA,Logistic Properties of the Americas,Real Estate,Real Estate - Development,USA,232580000.0,13.01,7.36,-0.0206,4712.0
LPCN,Lipocine Inc,Healthcare,Biotechnology,USA,16860000.0,,3.15,0.0161,10606.0
LRFC,Logan Ridge Finance Corporation,Financial,Asset Management,USA,50430000.0,,18.95,0.0051,539.0
LRHC,La Rosa Holdings Corp,Real Estate,Real Estate Services,USA,5690000.0,,7.8,-0.35,263701.0
LSBK,Lake Shore Bancorp,Financial,Banks - Regional,USA,91430000.0,18.55,16.12,0.011899999999999999,3729.0
LSE,Leishen Energy Holding Co Ltd,Energy,Oil & Gas Equipment & Services,China,95990000.0,11.76,5.64,-0.0754,47292.0
LSF,Laird Superfood Inc,Consumer Defensive,Packaged Foods,USA,67540000.0,,6.39,0.0063,4655.0
LSTA,Lisata Therapeutics Inc,Healthcare,Biotechnology,USA,22350000.0,,2.6,-0.008,10369.0
LTRN,Lantern Pharma Inc,Healthcare,Biotechnology,USA,35160000.0,,3.26,0.0031,32850.0
LUCY,Innovative Eyewear Inc,Healthcare,Medical Instruments & Supplies,USA,9290000.0,,2.03,-0.0329,92043.0
LUD,Luda Technology Group Ltd,Basic Materials,Steel,Hong Kong,105510000.0,,4.65,-0.051,11294.0
LVLU,Lulus Fashion Lounge Holdings Inc,Consumer Cyclical,Apparel Retail,USA,12450000.0,,4.5,0.10289999999999999,98575.0
LVRO,Lavoro Ltd,Basic Materials,Agricultural Inputs,Brazil,255030000.0,,2.18,0.013999999999999999,6414.0
LVWR,LiveWire Group Inc,Consumer Cyclical,Auto Manufacturers,USA,802130000.0,,3.94,-0.1359,149471.0
LYEL,Lyell Immunopharma Inc,Healthcare,Biotechnology,USA,138010000.0,,9.32,-0.0382,25626.0
LYRA,Lyra Therapeutics Inc,Healthcare,Biotechnology,USA,14530000.0,,9.09,0.01,36445.0
LZMH,LZ Technology Holdings Ltd,Technology,Information Technology Services,China,1750000000.0,,11.5,-0.1661,647689.0
MAAS,Maase Inc,Financial,Asset Management,China,49410000.0,,3.24,-0.032799999999999996,17895.0
MAMO,Massimo Group,Consumer Cyclical,Recreational Vehicles,USA,112600000.0,,2.71,-0.0287,4440.0
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Midstream,USA,9490000.0,12.74,4.72,-0.0053,3480.0
MAXN,Maxeon Solar Technologies Ltd,Technology,Solar,Singapore,66860000.0,,3.96,0.0278,128919.0
MB,Masterbeef Group,Consumer Cyclical,Restaurants,Hong Kong,162540000.0,28.71,9.48,0.1555,25967.0
MBBC,Marathon Bancorp Inc,Financial,Banks - Regional,USA,29460000.0,61.62,10.02,0.004,852.0
MBIO,Mustang Bio Inc,Healthcare,Biotechnology,USA,17120000.0,,3.91,2.2857,261739824.0
MCRB,Seres Therapeutics Inc,Healthcare,Biotechnology,USA,94610000.0,,10.84,-0.0872,57806.0
MCRP,Micropolis Holding Co,Technology,Software - Infrastructure,United Arab Emirates,103620000.0,,2.97,0.0348,59525.0
MCVT,Mill City Ventures III Ltd,Financial,Credit Services,USA,11330000.0,9.77,1.87,0.0275,20424.0
MDBH,MDB Capital Holdings LLC,Financial,Capital Markets,USA,50850000.0,4.71,5.11,-0.001,3651.0
MDCX,Medicus Pharma Ltd,Healthcare,Drug Manufacturers - General,Canada,52190000.0,,3.28,-0.0311,513162.0
MDRR,Medalist Diversified REIT Inc,Real Estate,REIT - Diversified,USA,23580000.0,,10.61,0.011000000000000001,1485.0
MDV,Modiv Industrial Inc,Real Estate,REIT - Industrial,USA,148980000.0,,14.72,0.011899999999999999,30719.0
MDWD,MediWound Ltd,Healthcare,Biotechnology,Israel,208750000.0,,19.32,-0.0013,24642.0
MEGL,Magic Empire Global Ltd,Financial,Capital Markets,Hong Kong,12830000.0,,1.59,-0.0305,22307.0
MEIP,MEI Pharma Inc,Healthcare,Biotechnology,USA,18260000.0,,2.74,0.022400000000000003,11266.0
MGIH,Millennium Group International Holdings Ltd,Consumer Cyclical,Packaging & Containers,Hong Kong,17550000.0,,1.56,-0.0127,12571.0
MGRX,Mangoceuticals Inc,Healthcare,Health Information Services,USA,15730000.0,,1.48,-0.0084,52197.0
MGYR,Magyar Bancorp Inc,Financial,Banks - Regional,USA,110460000.0,12.0,17.07,0.0252,1791.0
MHH,Mastech Digital Inc,Industrials,Staffing & Employment Services,USA,80590000.0,39.21,6.85,-0.022799999999999997,38271.0
MI,NFT Ltd,Consumer Cyclical,Internet Retail,Hong Kong,12870000.0,0.9,2.54,0.2212,61818.0
MIND,MIND Technology Inc,Technology,Scientific & Technical Instruments,USA,63780000.0,40.71,8.0,-0.011899999999999999,94142.0
MINM,FiEE Inc,Technology,Communication Equipment,Hong Kong,16559999.999999998,,3.37,0.0274,563076.0
MKTW,Marketwise Inc,Financial,Financial Data & Stock Exchanges,USA,310490000.0,1.73,18.95,-0.0518,5383.0
MLEC,Moolec Science SA,Healthcare,Biotechnology,Luxembourg,24010000.0,,5.98,-0.0104,3066.0
MLP,"Maui Land & Pineapple Co., Inc",Real Estate,Real Estate Services,USA,352390000.0,,17.85,-0.0246,3389.0
MNDR,Mobile health Network Solutions,Healthcare,Health Information Services,Singapore,4630000.0,,1.07,-0.0405,35305.0
MNTS,Momentus Inc,Industrials,Aerospace & Defense,USA,8279999.999999999,,1.19,0.0259,586358.0
MOB,Mobilicom Limited ADR,Industrials,Aerospace & Defense,Israel,13810000.0,,2.87,-0.0255,158783.0
MOGU,MOGU Inc ADR,Consumer Cyclical,Internet Retail,China,13550000.0,,2.15,0.0165,7636.0
MPX,Marine Products Corp,Consumer Cyclical,Recreational Vehicles,USA,310400000.0,21.13,8.88,-0.0242,5571.0
MRBK,Meridian Corp,Financial,Banks - Regional,USA,157090000.0,9.79,13.92,-0.0029,43403.0
MRKR,Marker Therapeutics Inc,Healthcare,Biotechnology,USA,17990000.0,,1.59,-0.0062,63857.0
MRNO,Murano Global Investments PLC,Real Estate,Real Estate - Development,United Kingdom,777290000.0,,9.8,-0.085,136910.0
MSGM,Motorsport Games Inc,Communication Services,Electronic Gaming & Multimedia,USA,17210000.0,541.64,2.98,0.003,143894.0
MSW,Ming Shing Group Holdings Ltd,Industrials,Engineering & Construction,Hong Kong,59660000.0,199.13,4.6,0.0113,10078.0
MTEK,Maris Tech Ltd,Technology,Electronic Components,Israel,25090000.0,,3.14,0.0409,29553.0
MTEN,Mingteng International Corporation Inc,Industrials,Metal Fabrication,China,67200000.0,,9.82,0.0026,33638.0
MTEX,Mannatech Inc,Consumer Defensive,Food Distribution,USA,17430000.0,,9.17,-0.0033,335.0
MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,USA,10250000.0,24.34,5.5,-0.0302,2451.0
MVO,MV Oil Trust,Energy,Oil & Gas E&P,USA,67040000.00000001,4.45,5.83,0.0192,99729.0
MWYN,Marwynn Holdings Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,26260000.0,,1.54,-0.0667,78102.0
MXC,Mexco Energy Corp,Energy,Oil & Gas E&P,USA,17900000.0,10.66,8.75,-0.0278,9947.0
MXE,Mexico Equity And Income Fund Inc,Financial,Closed-End Fund - Foreign,USA,47700000.0,,10.84,0.0046,2214.0
MYNZ,Mainz Biomed N.V,Healthcare,Diagnostics & Research,Germany,5310000.0,,1.39,-0.0279,34856.0
MYSZ,My Size Inc,Technology,Software - Application,Israel,3900000.0,,1.26,0.0141,47060.0
NA,Nano Labs Ltd,Technology,Semiconductors,China,184320000.0,,7.82,-0.0668,297417.0
NAII,"Natural Alternatives International, Inc",Consumer Defensive,Packaged Foods,USA,20760000.0,,3.36,0.0338,10690.0
NAKA,Kindly MD Inc,Healthcare,Medical Care Facilities,USA,93490000.0,,12.28,-0.0365,271576.0
NAMM,Namib Minerals,Basic Materials,Gold,Cayman Islands,417610000.0,,7.78,-0.1634,198720.0
NCI,Neo Concept International Group Holdings Ltd,Consumer Cyclical,Apparel Manufacturing,Hong Kong,9050000.0,8.76,2.23,-0.0089,6557.0
NCPL,Netcapital Inc,Financial,Capital Markets,USA,16010000.000000002,,7.02,0.0478,1623812.0
NCRA,"Nocera, Inc",Consumer Defensive,Packaged Foods,Taiwan,15080000.0,,1.05,0.0294,10654.0
NCT,Intercont (Cayman) Ltd,Industrials,Marine Shipping,Hong Kong,126730000.0,,4.75,0.0417,14422.0
NDRA,ENDRA Life Sciences Inc,Healthcare,Diagnostics & Research,USA,2570000.0,,3.48,-0.0155,13593.0
NEGG,Newegg Commerce Inc,Consumer Cyclical,Internet Retail,USA,317910000.0,,16.39,-0.0121,90030.0
NEPH,Nephros Inc,Healthcare,Medical Instruments & Supplies,USA,43610000.0,54.49,4.11,0.0208,40945.0
NERV,Minerva Neurosciences Inc,Healthcare,Biotechnology,USA,11610000.0,2.01,1.66,0.0060999999999999995,6719.0
NEUE,NeueHealth Inc,Healthcare,Healthcare Plans,USA,61510000.0,,6.89,0.0029,3360.0
NEUP,Neuphoria Therapeutics Inc,Healthcare,Biotechnology,USA,13320000.0,,7.09,-0.0063,16837.0
NHTC,Natural Health Trends Corp,Consumer Cyclical,Internet Retail,Hong Kong,55030000.0,108.39,4.78,0.0346,15042.0
NISN,NiSun International Enterprise Development Group Co Ltd,Industrials,Specialty Business Services,China,18080000.0,7.26,3.92,-0.0126,29402.0
NL,"NL Industries, Inc",Industrials,Security & Protection Services,USA,315590000.0,5.17,6.46,-0.024,26953.0
NLSP,NLS Pharmaceutics Ltd,Healthcare,Biotechnology,Switzerland,8240000.0,,2.29,-0.0616,105323.0
NMS,Nuveen Minnesota Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,66980000.00000001,11.16,11.38,-0.0044,5935.0
NMT,Nuveen Massachusetts Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,109280000.0,15.42,11.72,-0.0034000000000000002,14815.0
NODK,NI Holdings Inc,Financial,Insurance - Property & Casualty,USA,269810000.0,53.95,13.03,-0.006500000000000001,2658.0
NOEM,CO2 Energy Transition Corp,Financial,Shell Companies,USA,96670000.0,228.57,10.08,-0.0298,8.0
NOM,Nuveen Missouri Quality Municipal Income Fund,Financial,Closed-End Fund - Equity,USA,24210000.0,17.76,10.3,0.0,9612.0
NRT,North European Oil Royalty Trust,Energy,Oil & Gas E&P,USA,46690000.0,8.65,5.08,-0.0039000000000000003,11746.0
NRXS,Neuraxis Inc,Healthcare,Biotechnology,USA,23540000.0,,2.69,0.0426,172309.0
NSTS,NSTS Bancorp Inc,Financial,Banks - Regional,USA,62980000.0,,12.0,-0.0172,3411.0
NSYS,Nortech Systems Inc,Healthcare,Medical Devices,USA,23950000.0,,8.68,-0.0131,4956.0
NTCL,NetClass Technology Inc,Technology,Software - Application,China,23370000.0,,1.48,-0.0308,82348.0
NTHI,NeOnc Technologies Holdings Inc,Healthcare,Biotechnology,USA,111140000.0,,5.84,0.0017000000000000001,15171.0
NTIC,Northern Technologies International Corp,Basic Materials,Specialty Chemicals,USA,76180000.0,20.87,8.04,-0.028999999999999998,14574.0
NTRB,Nutriband Inc,Healthcare,Biotechnology,USA,97600000.0,,8.75,-0.11710000000000001,73655.0
NTRP,NextTrip Inc,Consumer Cyclical,Travel Services,USA,29430000.0,,3.79,0.0676,21387.0
NTWK,"Netsol Technologies, Inc",Technology,Software - Application,USA,39750000.0,162.44,3.39,0.0319,22220.0
NTZ,Natuzzi S.P.A. ADR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Italy,36390000.0,,3.31,-0.042,805.0
NUKK,Nukkleus Inc,Technology,Software - Application,USA,56550000.0,0.59,10.53,-0.0353,85331.0
NUWE,Nuwellis Inc,Healthcare,Medical Devices,USA,820000.0,,7.2,-0.1267,83428.0
NVFY,Nova Lifestyle Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,20700000.0,,1.51,0.1103,52926.0
NWTG,Newton Golf Co Inc,Consumer Cyclical,Leisure,USA,6820000.0,,1.51,-0.0443,62148.0
NXC,Nuveen California Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,83040000.0,35.97,12.95,-0.0054,6648.0
NXGL,Nexgel Inc,Healthcare,Medical Instruments & Supplies,USA,27390000.0,,2.67,0.009399999999999999,13501.0
NXN,Nuveen New York Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,45500000.0,28.27,11.59,0.0002,14127.0
NYC,American Strategic Investment Co,Real Estate,Real Estate Services,USA,39770000.0,,15.1,0.0203,3061.0
OAKU,Oak Woods Acquisition Corp,Financial,Shell Companies,Canada,63540000.0,697.66,11.93,0.0054,1.0
OBLG,Oblong Inc,Technology,Software - Application,USA,8119999.999999999,,5.09,0.09699999999999999,121905.0
OCC,Optical Cable Corp,Technology,Communication Equipment,USA,28910000.0,,3.51,-0.024,20240.0
OCTO,Eightco Holdings Inc,Consumer Cyclical,Packaging & Containers,USA,3500000.0,,1.15,-0.0254,2565.0
ODYS,Odysight.ai Inc,Technology,Scientific & Technical Instruments,Israel,78310000.0,,4.8,-0.0103,13771.0
OFAL,OFA Group,Industrials,Engineering & Construction,Hong Kong,30590000.0,,2.29,0.1115,404938.0
OGEN,Oragenics Inc,Healthcare,Biotechnology,USA,1060000.0,,1.48,-0.0326,600885.0
OKUR,OnKure Therapeutics Inc,Healthcare,Biotechnology,USA,32420000.0,,2.4,0.0084,64444.0
OLB,OLB Group Inc,Technology,Software - Infrastructure,USA,4290000.0,,1.53,-0.0796,138967.0
OMCC,Old Market Capital Corp,Financial,Credit Services,USA,44550000.0,,6.65,0.1466,5860.0
ONCO,Onconetix Inc,Healthcare,Biotechnology,USA,2280000.0,,4.36,-0.0634,117409.0
ONFO,Onfolio Holdings Inc,Communication Services,Internet Content & Information,USA,5380000.0,,1.05,0.0391,17135.0
OP,OceanPal Inc,Industrials,Marine Shipping,Greece,9450000.0,,1.26,-0.1603,246166.0
OPHC,Optimumbank Holdings Inc,Financial,Banks - Regional,USA,53410000.0,3.4,4.55,0.0033,9500.0
OPTX,Syntec Optics Holdings Inc,Technology,Electronic Components,USA,52460000.0,,1.43,0.0438,20894.0
OPXS,Optex Systems Holdings Inc,Industrials,Aerospace & Defense,USA,82260000.0,16.78,11.9,-0.0108,34885.0
OSRH,OSR Holdings Inc,Healthcare,Biotechnology,USA,25250000.0,,1.31,-0.0296,45378.0
OWLT,Owlet Inc,Healthcare,Medical Devices,USA,138650000.0,,8.39,-0.016399999999999998,101878.0
OXBR,Oxbridge Re Holdings Ltd,Financial,Insurance - Reinsurance,Cayman Islands,13920000.0,,1.87,-0.13419999999999999,116949.0
PAI,Western Asset Investment Grade Income Fund Inc,Financial,Closed-End Fund - Debt,USA,123590000.0,33.32,12.99,-0.0019,9403.0
PAMT,PAMT Corp,Industrials,Trucking,USA,301950000.0,,13.85,-0.025699999999999997,3501.0
PBBK,PB Bankshares Inc,Financial,Banks - Regional,USA,47330000.0,22.57,18.55,0.0689,126.0
PBHC,"Pathfinder Bancorp, Inc",Financial,Banks - Regional,USA,93540000.0,,15.23,0.0086,416.0
PCSC,Perceptive Capital Solutions Corp,Financial,Shell Companies,USA,116790000.0,44.84,10.55,-0.013999999999999999,1026.0
PDCC,Pearl Diver Credit Company Inc,Financial,Asset Management,United Kingdom,121700000.0,7.82,17.91,-0.010700000000000001,920.0
PELI,Pelican Acquisition Corp,Financial,Shell Companies,USA,119980000.0,,10.0,-0.001,128.0
PELIU,Pelican Acquisition Corp,Financial,Shell Companies,USA,120110000.0,,10.23,0.0,705.0
PFAI,Pinnacle Food Group Ltd,Consumer Defensive,Farm Products,Canada,19420000.0,22.43,1.66,0.012199999999999999,58642.0
PGZ,Principal Real Estate Income Fund,Financial,Closed-End Fund - Debt,USA,70220000.0,3.19,10.49,-0.004699999999999999,10727.0
PHIO,Phio Pharmaceuticals Corp,Healthcare,Biotechnology,USA,11330000.0,,2.36,-0.0167,70980.0
PHOE,Phoenix Asia Holdings Ltd,Industrials,Engineering & Construction,Hong Kong,186370000.0,115.13,8.75,0.0199,6189.0
PIII,P3 Health Partners Inc,Healthcare,Medical Care Facilities,USA,47000000.0,,6.54,0.025099999999999997,679.0
PKOH,Park-Ohio Holdings Corp,Industrials,Specialty Industrial Machinery,USA,265810000.0,7.0,18.68,-0.0281,14979.0
PLCE,Childrens Place Inc,Consumer Cyclical,Apparel Manufacturing,USA,110620000.0,,4.99,0.0204,475504.0
PLUR,Pluri Inc,Healthcare,Biotechnology,Israel,45190000.0,,5.77,-0.002,13337.0
PLUT,Plutus Financial Group Ltd,Financial,Capital Markets,Hong Kong,33920000.0,,2.21,-0.0391,42670.0
PMCB,PharmaCyte Biotech Inc,Healthcare,Biotechnology,USA,7820000.0,1.5,1.14,0.0265,8057.0
PMEC,Primech Holdings Ltd,Industrials,Specialty Business Services,Singapore,56860000.0,,1.48,0.0,7612.0
PNF,Pimco New York Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,54940000.0,,6.98,-0.0039000000000000003,12040.0
POCI,"Precision Optics Corp., Inc",Healthcare,Medical Instruments & Supplies,USA,38100000.0,,4.97,0.028999999999999998,640.0
PODC,PodcastOne Inc,Communication Services,Internet Content & Information,USA,61190000.0,,2.33,-0.0021,31950.0
POLA,Polar Power Inc,Industrials,Electrical Equipment & Parts,USA,4570000.0,,1.82,-0.026699999999999998,21736.0
PPBT,Purple Biotech Ltd ADR,Healthcare,Biotechnology,Israel,6840000.0,,2.41,-0.0282,21894.0
PPSI,Pioneer Power Solutions Inc,Industrials,Electrical Equipment & Parts,USA,30140000.0,,2.71,-0.0128,26685.0
PRE,Prenetics Global Limited,Healthcare,Diagnostics & Research,Hong Kong,101660000.0,,7.8,-0.025,16243.0
PRFX,PainReform Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,2820000.0,,1.4,0.0,21326.0
PROV,"Provident Financial Holdings, Inc",Financial,Banks - Regional,USA,102700000.0,16.06,15.51,-0.0064,15816.0
PRPO,Precipio Inc,Healthcare,Diagnostics & Research,USA,20520000.0,,13.57,0.1261,45807.0
PRSO,Peraso Inc,Technology,Semiconductors,USA,5710000.0,,1.13,0.0913,319108.0
PRT,PermRock Royalty Trust,Energy,Oil & Gas E&P,USA,48660000.0,8.89,4.0,-0.005,27188.0
PRTG,Portage Biotech Inc,Healthcare,Biotechnology,United Kingdom,12880000.0,,5.65,-0.0018,21847.0
PTHL,Pheton Holdings Ltd,Healthcare,Medical Devices,China,277430000.0,,19.47,0.0167,783226.0
PTMN,Portman Ridge Finance Corp,Financial,Closed-End Fund - Debt,USA,114850000.0,,12.48,-0.0048,30455.0
PTNM,Pitanium Ltd,Consumer Cyclical,Internet Retail,Hong Kong,204120000.0,161.27,8.87,0.0435,363988.0
PULM,Pulmatrix Inc,Healthcare,Biotechnology,USA,25310000.0,,6.93,0.0613,5169.0
PW,Power REIT,Real Estate,REIT - Specialty,USA,3810000.0,,1.12,-0.0165,4995.0
PXLW,Pixelworks Inc,Technology,Semiconductors,USA,37200000.0,,7.09,-0.018000000000000002,4816.0
PXS,Pyxis Tankers Inc,Energy,Oil & Gas Midstream,Greece,29930000.0,4.99,2.86,-0.0121,16619.0
PYN,Pimco New York Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,30290000.0,,5.27,0.0,30349.0
PYPD,Polypid Ltd,Healthcare,Biotechnology,Israel,34650000.0,,3.4,-0.0286,41716.0
QETA,Quetta Acquisition Corp,Financial,Shell Companies,USA,40960000.0,90.41,10.93,0.0,0.0
QMCO,Quantum Corp,Technology,Computer Hardware,USA,57780000.0,,8.85,-0.022799999999999997,495755.0
QNTM,Quantum BioPharma Ltd,Healthcare,Biotechnology,Canada,44950000.0,,16.58,-0.0278,168336.0
QSEAU,Quartzsea Acquisition Corp,Financial,Shell Companies,USA,114840000.0,,10.3,0.0,213.0
QTTB,Q32 Bio Inc,Healthcare,Biotechnology,USA,16579999.999999998,,1.36,-0.0556,100880.0
QVCGA,QVC Group Inc,Consumer Cyclical,Internet Retail,USA,29080000.0,,2.97,-0.0296,50977.0
RAIN,Rain Enhancement Technologies Holdco Inc,Industrials,Pollution & Treatment Controls,USA,25830000.0,,3.4,0.0195,832.0
RAND,Rand Capital Corp,Financial,Asset Management,USA,49060000.0,5.21,16.5,0.018500000000000003,1322.0
RAPT,RAPT Therapeutics Inc,Healthcare,Biotechnology,USA,136340000.0,,8.24,0.0242,25437.0
RAVE,Rave Restaurant Group Inc,Consumer Cyclical,Restaurants,USA,40930000.0,15.44,2.88,0.0034999999999999996,12287.0
RAY,Raytech Holding Ltd,Consumer Defensive,Household & Personal Products,Hong Kong,23950000.0,,1.36,-0.0037,2122565.0
RBKB,Rhinebeck Bancorp Inc,Financial,Banks - Regional,USA,134039999.99999999,,12.08,0.008199999999999999,5234.0
RBNE,Robin Energy Ltd,Energy,Oil & Gas Midstream,Cyprus,17000000.0,6.45,2.84,-0.0701,762461.0
RBOT,Vicarious Surgical Inc,Healthcare,Medical Devices,USA,45230000.0,,7.62,0.002,14423.0
RCG,RENN Fund Inc,Financial,Closed-End Fund - Equity,USA,18520000.0,3.34,2.64,-0.0038,7048.0
RCON,Recon Technology Ltd,Energy,Oil & Gas Equipment & Services,China,80240000.0,,2.62,0.0738,7687.0
RCT,RedCloud Holdings PLC,Technology,Software - Application,United Kingdom,89330000.0,,2.02,-0.1888,362705.0
RDAC,Rising Dragon Acquisition Corp,Financial,Shell Companies,China,77170000.0,104.47,10.29,0.0,0.0
RDGT,Ridgetech Inc,Healthcare,Pharmaceutical Retailers,China,6730000.0,,1.09,-0.0269,1772.0
RDHL,Redhill Biopharma Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,4670000.0,,2.04,0.0049,8009.0
REBN,Reborn Coffee Inc,Consumer Cyclical,Restaurants,USA,13950000.0,,2.63,-0.036699999999999997,15860.0
RECT,Rectitude Holdings Ltd,Consumer Cyclical,Specialty Retail,Singapore,65980000.00000001,47.0,4.55,0.0089,589.0
RELI,Reliance Global Group Inc,Financial,Insurance Brokers,USA,4870000.0,,1.57,-0.030899999999999997,74295.0
RENT,Rent the Runway Inc,Consumer Cyclical,Apparel Retail,USA,20040000.0,,4.98,-0.0304,31286.0
RETO,ReTo Eco-Solutions Inc,Basic Materials,Building Materials,China,6750000.0,,2.3,0.0268,171407.0
REVB,Revelation Biosciences Inc,Healthcare,Biotechnology,USA,1720000.0,,2.55,0.1184,373115.0
RFIL,RF Industries Ltd,Industrials,Electrical Equipment & Parts,USA,76710000.0,,7.19,0.0977,265170.0
RFM,RiverNorth Flexible Municipal Income Fund Inc,Financial,Asset Management,USA,86130000.0,14.83,14.09,-0.0034999999999999996,15364.0
RGT,Royce Global Trust Inc,Financial,Closed-End Fund - Equity,USA,80180000.0,9.11,12.3,-0.0049,14681.0
RIBB,Ribbon Acquisition Corp,Financial,Shell Companies,Japan,78360000.0,,10.15,0.0005,147.0
RIME,Algorhythm Holdings Inc,Technology,Consumer Electronics,USA,6240000.0,,2.48,-0.0159,21594.0
RKDA,Arcadia Biosciences Inc,Consumer Defensive,Packaged Foods,USA,6770000.0,,4.95,0.0645,2427.0
RMBI,Richmond Mutual Bancorporation Inc,Financial,Banks - Regional,USA,144820000.0,15.79,13.91,-0.0096,9660.0
RMCF,Rocky Mountain Chocolate Factory Inc,Consumer Defensive,Confectioners,USA,12540000.0,,1.61,0.0255,12937.0
RMCO,Royalty Management Holding Corp,Financial,Asset Management,USA,19490000.0,,1.3,-0.1795,370049.0
RMI,RiverNorth Opportunistic Municipal Income Fund Inc,Financial,Closed-End Fund - Debt,USA,91670000.0,16.72,14.38,0.0005,15234.0
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc,Financial,Asset Management,USA,119840000.0,17.94,14.17,-0.0054,60555.0
RMSG,Real Messenger Corp,Communication Services,Internet Content & Information,USA,9020000.0,,1.87,-0.0256,6530.0
RNAC,Cartesian Therapeutics Inc,Healthcare,Biotechnology,USA,277970000.0,,10.71,-0.0446,19119.0
ROLR,High Roller Technologies Inc,Consumer Cyclical,Gambling,USA,25040000.0,,2.97,-0.0262,71592.0
RSF,RiverNorth Capital and Income Fund,Financial,Asset Management,USA,42510000.0,9.1,14.83,0.0151,80780.0
RSLS,ReShape Lifesciences Inc,Healthcare,Medical Devices,USA,5670000.0,,2.38,0.0040999999999999995,50567.0
SABS,SAB Biotherapeutics Inc,Healthcare,Biotechnology,USA,18350000.0,,1.98,0.1483,54494.0
SAFX,XCF Global Inc,Utilities,Utilities - Renewable,USA,230130000.0,,1.52,-0.08410000000000001,707359.0
SAGT,Sagtec Global Ltd,Technology,Software - Application,Malaysia,24100000.0,2.18,1.92,-0.068,95071.0
SAIH,SAIHEAT Ltd,Technology,Information Technology Services,Singapore,83970000.0,,7.86,-0.0438,12325.0
SAMG,Silvercrest Asset Management Group Inc,Financial,Asset Management,USA,220520000.0,17.47,16.44,-0.0045000000000000005,17416.0
SANW,S&W Seed Co,Basic Materials,Agricultural Inputs,USA,4420000.0,,2.06,-0.0594,36039.0
SBC,SBC Medical Group Holdings Inc,Industrials,Consulting Services,USA,474540000.0,18.89,4.58,0.0246,97838.0
SBEV,Splash Beverage Group Inc,Consumer Defensive,Beverages - Wineries & Distilleries,USA,4760000.0,,3.08,-0.1047,4239.0
SBFG,SB Financial Group Inc,Financial,Banks - Regional,USA,124890000.0,11.29,19.14,-0.0067,11363.0
SBFM,Sunshine Biopharma Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,6630000.0,,1.46,-0.0613,126060.0
SCKT,Socket Mobile Inc,Technology,Computer Hardware,USA,9190000.0,,1.16,0.0175,5825.0
SCLX,Scilex Holding Company,Healthcare,Drug Manufacturers - General,USA,43760000.0,,6.3,-0.0102,33049.0
SCNI,Scinai Immunotherapeutics Ltd ADR,Healthcare,Biotechnology,Israel,1820000.0,0.36,2.14,-0.0286,68414.0
SCNX,Scienture Holdings Inc,Healthcare,Pharmaceutical Retailers,USA,21250000.0,,1.62,0.1173,293233.0
SCOR,Comscore Inc,Communication Services,Internet Content & Information,USA,24890000.0,,5.03,0.002,2455.0
SDHC,Smith Douglas Homes Corp,Real Estate,Real Estate - Development,USA,178680000.0,11.17,19.88,-0.0053,16955.0
SDM,Smart Digital Group Ltd,Communication Services,Advertising Agencies,Singapore,333800000.0,183.68,12.49,0.16079999999999997,709656.0
SDOT,Sadot Group Inc,Consumer Defensive,Farm Products,USA,8240000.0,1.3,1.33,-0.046799999999999994,81815.0
SEED,Origin Agritech Ltd,Basic Materials,Agricultural Inputs,China,7250000.0,,1.01,0.034300000000000004,32314.0
SER,Serina Therapeutics Inc,Healthcare,Biotechnology,USA,57320000.0,,5.75,-0.032,3947.0
SGA,"Saga Communications, Inc",Communication Services,Broadcasting,USA,84060000.0,23.41,13.05,-0.011399999999999999,4409.0
